1:  25¡Â33x4/57=
2074:  96x(69+81)/44=
2075:  4/81+(14+8)=
2076:  (3+89)-70/66=
2077:  (72+56)¡Â27=
2078:  50¡Â85¡Â96=
2079:  63/61¡Â66/41+82=
2080:  (47x58)+15=
2081:  67-(79+94)/8=
2082:  75/1¡Â(66¡Â24)=
2083:  43+(90¡Â20)/64=
2084:  29x(62+5)=
2085:  (77¡Â20)+84=
2086:  65+(24x19)=
2087:  12¡Â53/32x51/39=
2088:  (91x42)-53=
2089:  (39/71x29)-54/24=
2090:  (21/20¡Â63)x49/60=
2091:  (90x17)/57x50=
2092:  18¡Â80x67=
2093:  79/4x(96/37x19)=
2094:  (33x10)-95=
2095:  67¡Â10+90=
2096:  (50x15)x38=
2097:  (35x18)+48=
2098:  96/41+(69/71¡Â34)=
2099:  96x65/66x3=
2100:  (45x54)-54=
2101:  92¡Â(80+12)=
2102:  1¡Â(95/68x34)=
2103:  (1¡Â80)+46=
2104:  19x(34+8)=
2105:  87¡Â87/85¡Â16=
2106:  (51/93x21)x91=
2107:  (43+12)¡Â37=
2108:  40/3x91¡Â11/78=
2109:  81¡Â13¡Â38=
2110:  60¡Â(42x79)=
2111:  (41x78)+26=
2112:  (61/100¡Â97)+8/100=
2113:  (31¡Â20)+9=
2114:  55+(57x6)=
2115:  60¡Â(11x66)=
2116:  (47x47)+96=
2117:  (97¡Â62)¡Â34=
2118:  24+13+94/18=
2119:  86+16¡Â58=
2120:  (90¡Â40)/25x6=
2121:  (97/37x2)/19+40=
2122:  64-53+46=
2123:  (50¡Â47)+54=
2124:  47¡Â(86+69)=
2125:  (83/75¡Â81)x91=
2126:  93+61-62=
2127:  67/36-(82/8¡Â83)=
2128:  (15+94)/88¡Â93=
2129:  (29/39x49)/70+23=
2130:  (16¡Â90)¡Â98=
2131:  (32¡Â53)x10=
2132:  (56¡Â44)x58/97=
2133:  14/19+(88+16)=
2134:  25+65-4=
2135:  (18¡Â27)¡Â2=
2136:  54-(22/78¡Â38)=
2137:  (34x4)+63/57=
2138:  (19+69)¡Â37=
2139:  (6+42)¡Â4=
2140:  (33+87)+11/63=
2141:  (23x23)+32=
2142:  95-(35¡Â87)=
2143:  86/96+40-23=
2144:  (43/60+62)¡Â64=
2145:  (82x58)x45/78=
2146:  32+23+79=
2147:  87x(68¡Â40)=
2148:  (5¡Â33)+54=
2149:  17¡Â(79-37)/77=
2150:  38x72+2=
2151:  (64x34)+54=
2152:  76x(36¡Â9)=
2153:  (27-26)x84/71=
2154:  95+(82¡Â45)=
2155:  (28/88x37)x20/54=
2156:  (82x77)-22=
2157:  (40/73¡Â96)¡Â40=
2158:  59x86¡Â35=
2159:  67x(75-70)=
2160:  95+40¡Â3=
2161:  17x24-69=
2162:  30+50x6=
2163:  46x(29¡Â70)=
2164:  (41¡Â4)+1=
2165:  14x(73+23)=
2166:  (67x90)-73=
2167:  68x20+11=
2168:  20¡Â(65/42+55)=
2169:  (58¡Â82)+80/56=
2170:  5x(23-16)=
2171:  63/6x68¡Â49/17=
2172:  95+(44+7)=
2173:  86/54-(37+54)/92=
2174:  60+(46+36)=
2175:  99+(73+21)=
2176:  46x34¡Â11=
2177:  81/5+62/19x1=
2178:  32+(91-10)=
2179:  42/3¡Â5x38=
2180:  (44¡Â36)+16=
2181:  (81¡Â18)¡Â22=
2182:  47+49x24=
2183:  14-(38-30)=
2184:  76-(79/45x13)=
2185:  85-12+8=
2186:  39-1¡Â42=
2187:  85¡Â(45¡Â49)/92=
2188:  36¡Â(3x33)=
2189:  65+48/23x79=
2190:  19¡Â(81¡Â78)=
2191:  68/17+(32+69)=
2192:  (30¡Â79)/48¡Â75=
2193:  (24¡Â89)¡Â99=
2194:  34¡Â3x65=
2195:  50¡Â16+21=
2196:  11x(76/78¡Â80)=
2197:  (76x23)/29x1=
2198:  42¡Â56+63=
2199:  (81-11)-95/41=
2200:  (34+29)/14¡Â86=
2201:  81-33/66+90=
2202:  34x(41x48)=
2203:  (81x6)¡Â34=
2204:  (19/79¡Â38)/92x25/56=
2205:  (34/69x53)/8¡Â30=
2206:  30+55¡Â6=
2207:  46+59x37/25=
2208:  54+84x37=
2209:  55¡Â22x23=
2210:  (87¡Â38)¡Â35/22=
2211:  90/16¡Â47+36=
2212:  15¡Â(50/8¡Â72)=
2213:  50x(34/23¡Â7)=
2214:  (13/24x95)-26=
2215:  (56x6)¡Â89=
2216:  72-(60¡Â12)=
2217:  2-19¡Â22=
2218:  68x16-61=
2219:  (65-6)+54=
2220:  (14x24)/13-4=
2221:  14/63¡Â(31+70)=
2222:  27x(91¡Â61)=
2223:  57-72/16¡Â21=
2224:  48+(56/65x45)/27=
2225:  32x62¡Â86/8=
2226:  (54x75)/2¡Â3=
2227:  73¡Â(7x20)=
2228:  26¡Â100x97=
2229:  43¡Â(90x86)=
2230:  (44¡Â74)x57=
2231:  63x14+69/60=
2232:  (43x83)¡Â24=
2233:  (49x22)/38x53=
2234:  28/13¡Â38+78=
2235:  81+11¡Â7/77=
2236:  46x84/95+74=
2237:  (4¡Â4)¡Â90=
2238:  35+13-24=
2239:  93/68x49¡Â37/75=
2240:  98x(52-15)/69=
2241:  94/50-(36¡Â88)=
2242:  99x(48x1)/77=
2243:  1+(1¡Â70)=
2244:  19x62-4=
2245:  (40x5)x66=
2246:  (24+92)-91=
2247:  30/96¡Â73x66=
2248:  63+47/98-26=
2249:  66+64+56=
2250:  (61-48)¡Â82=
2251:  55-39-49/82=
2252:  (4+84)¡Â69/71=
2253:  67/33x48-55=
2254:  5+91x100=
2255:  27x73-80=
2256:  39+(85/76x14)/30=
2257:  88+(87x74)=
2258:  24¡Â(59+22)/47=
2259:  35-8/11+51=
2260:  22x77/91+71=
2261:  (51/31¡Â10)+71=
2262:  (72-3)¡Â29=
2263:  (22x99)/89+35=
2264:  (17/62+27)x92/85=
2265:  38¡Â(28+15)=
2266:  90¡Â30x23/41=
2267:  8¡Â98¡Â55=
2268:  (80x25)x81=
2269:  (24/86x61)¡Â41=
2270:  74¡Â55x52=
2271:  (1/59¡Â96)/21¡Â4/20=
2272:  (9+45)¡Â56=
2273:  (98x22)¡Â45=
2274:  75x59-60=
2275:  (89/31¡Â94)/57+1=
2276:  4¡Â62x94/62=
2277:  (17x31)¡Â19=
2278:  (13+77)x42=
2279:  12+(51+32)/21=
2280:  3x(19¡Â9)=
2281:  78-8+36/9=
2282:  77/20x50-11=
2283:  63-27¡Â46=
2284:  (76+13)x38=
2285:  83+86/28¡Â81=
2286:  76x(84/5¡Â90)/42=
2287:  (97¡Â15)¡Â24=
2288:  51-(62¡Â13)/87=
2289:  77+68-19=
2290:  (95-14)¡Â23=
2291:  (24+33)x45/71=
2292:  (35/71x35)x30=
2293:  (60+83)¡Â60=
2294:  13¡Â50¡Â94=
2295:  5/60x84¡Â10=
2296:  (71¡Â84)+49=
2297:  9x83¡Â99/93=
2298:  (86x61)+62=
2299:  84x78-49/1=
2300:  74/13+89¡Â73=
2301:  (1x99)/95x1/35=
2302:  54+17/62¡Â32=
2303:  (80¡Â29)+59/68=
2304:  (1+54)+28=
2305:  65¡Â(39x24)/85=
2306:  96-(5/93¡Â35)=
2307:  (95+7)+100=
2308:  96¡Â59x18=
2309:  19/58+(66-11)/87=
2310:  11/91¡Â26x88=
2311:  91+99/67¡Â40=
2312:  96x67+2=
2313:  46+92+74=
2314:  3+(84¡Â89)=
2315:  (6¡Â72)x73=
2316:  (67x41)/95-84/16=
2317:  (50+59)¡Â76=
2318:  18+(26-19)=
2319:  61+(29+10)=
2320:  98¡Â26¡Â20=
2321:  (96¡Â53)/3+96=
2322:  30¡Â72x63=
2323:  (95/65+29)x19=
2324:  98¡Â29x34=
2325:  (66+56)+78=
2326:  69+44¡Â54=
2327:  6x(43/100¡Â19)=
2328:  93¡Â32/42+40=
2329:  25-(88/77¡Â99)=
2330:  34+(90¡Â25)=
2331:  82¡Â(33-28)/93=
2332:  (71/20+39)x13/74=
2333:  (82+31)+64=
2334:  84x14-66=
2335:  (91/91¡Â84)¡Â43=
2336:  17¡Â(32+26)=
2337:  (71/54x71)¡Â80=
2338:  49¡Â27¡Â28=
2339:  36+(72x62)=
2340:  (53+56)x30=
2341:  (35¡Â50)x100=
2342:  (50x94)¡Â70/6=
2343:  8¡Â(96+75)=
2344:  45/27-72/24¡Â21=
2345:  (33x64)¡Â3=
2346:  (93¡Â21)+42=
2347:  (75¡Â45)+80=
2348:  67x(55+15)=
2349:  52/98¡Â2/81+49=
2350:  74¡Â29¡Â63=
2351:  29¡Â(44x88)=
2352:  (39/72x48)/85+29=
2353:  90¡Â53/14+81=
2354:  79x96-61=
2355:  58x(24x87)=
2356:  32/40+(68x100)=
2357:  (48¡Â76)¡Â27=
2358:  7+(32/68+31)=
2359:  42x68/80x73=
2360:  (51+10)+52=
2361:  4+94+89=
2362:  62/19+(92/38+96)/71=
2363:  (100-41)+17/44=
2364:  83¡Â(38x15)=
2365:  46+(98x54)=
2366:  (46-11)¡Â25=
2367:  28+(51¡Â98)=
2368:  77-(79+59)/42=
2369:  (81x77)¡Â59=
2370:  94/91+8¡Â25/52=
2371:  87/87x(33-16)=
2372:  (10¡Â42)¡Â6=
2373:  3¡Â84/96¡Â19=
2374:  24x(20x54)=
2375:  (59+31)-27/49=
2376:  39+(26-5)/48=
2377:  43+79x67=
2378:  5x28-35=
2379:  72+18+95=
2380:  (22x50)/9+98=
2381:  83x(57/74x91)/54=
2382:  43-(29+31)/99=
2383:  26+(61x93)=
2384:  29¡Â45/52x55=
2385:  83x66-89=
2386:  (77x29)+100=
2387:  (38¡Â5)¡Â61/12=
2388:  (69/30x82)+48=
2389:  49¡Â5¡Â32=
2390:  (78x61)+75=
2391:  42¡Â(62/54x13)=
2392:  (73+62)-27=
2393:  56x91/82x83/39=
2394:  26+18/57+96=
2395:  27-(98+60)/46=
2396:  64¡Â71+79=
2397:  93¡Â99+2=
2398:  (30+27)+51=
2399:  (20+79)x6/22=
2400:  48+98-14=
2401:  14/79¡Â(41x63)/16=
2402:  62¡Â36+37=
2403:  (70+80)¡Â22/47=
2404:  (45-28)-2=
2405:  (18/86x51)x98=
2406:  63/1-17-2=
2407:  (81+31)-14=
2408:  70-65-46/86=
2409:  40¡Â43/100-15=
2410:  20+100+15=
2411:  76/77¡Â(35+35)=
2412:  33¡Â12¡Â99=
2413:  (20x4)/93¡Â63=
2414:  (30-26)/64+21=
2415:  76/28x12+63=
2416:  (26x30)x58=
2417:  88-98/50-36=
2418:  4x31+15=
2419:  (25x30)¡Â69=
2420:  64+66¡Â70=
2421:  (16x98)¡Â6/35=
2422:  61/16x59¡Â23=
2423:  25¡Â65+34=
2424:  24¡Â(64+13)/6=
2425:  74-81/93¡Â16=
2426:  (21x35)¡Â28=
2427:  28+78x23=
2428:  77-(42+15)=
2429:  95-89+91/94=
2430:  32¡Â35x20=
2431:  (9+58)¡Â67=
2432:  65/45¡Â57+66/81=
2433:  (23x92)¡Â98/48=
2434:  33/10x(46¡Â42)=
2435:  (32x69)+22=
2436:  15+3+28=
2437:  86x(39¡Â41)=
2438:  86-4/78x38/100=
2439:  28¡Â(25+90)=
2440:  62+51-79=
2441:  25+(85x83)=
2442:  54¡Â13/13¡Â8=
2443:  33+79+7=
2444:  (64+68)-15=
2445:  (51x47)/10¡Â59=
2446:  23+(91/70+15)=
2447:  5/64+88¡Â30=
2448:  10+37/30-38/94=
2449:  98¡Â(58+95)=
2450:  (40¡Â85)x23/97=
2451:  (90+27)+70=
2452:  30x79/47¡Â11=
2453:  33x68x98/61=
2454:  2/73¡Â85x65/80=
2455:  (81x53)/76+47=
2456:  (3+79)¡Â94=
2457:  60+(10+64)=
2458:  14¡Â12+3=
2459:  89-78¡Â3=
2460:  54¡Â24x26=
2461:  (25x67)+73=
2462:  54¡Â(45/70+1)=
2463:  90x71x27=
2464:  (96/34x35)¡Â100=
2465:  3+(20¡Â51)/73=
2466:  18/39x3x40=
2467:  67¡Â36/65x68=
2468:  79/40¡Â76+23=
2469:  61¡Â(70x24)/89=
2470:  79-60+99/78=
2471:  26x(22+35)/81=
2472:  72¡Â40¡Â45/58=
2473:  17¡Â52¡Â12=
2474:  44-9-17/85=
2475:  (10+1)x19=
2476:  (73-18)+26=
2477:  (19¡Â36)¡Â53=
2478:  53x79¡Â9=
2479:  11/6x73x45/44=
2480:  56x50x71=
2481:  20x82-31=
2482:  (36¡Â26)+56=
2483:  77+(88+28)=
2484:  90x(87¡Â61)/76=
2485:  (97-32)+31=
2486:  (68-46)/59+48=
2487:  (52+78)¡Â47=
2488:  21-(9/87¡Â18)=
2489:  2/20x(28/25¡Â13)=
2490:  (2x70)-4=
2491:  (63¡Â52)+82/1=
2492:  70/57+(45+68)=
2493:  (100x82)¡Â40=
2494:  83x35/14-91=
2495:  (17x6)¡Â33=
2496:  52x41x89=
2497:  (79¡Â56)¡Â68=
2498:  98¡Â(44/53x98)=
2499:  89x(28/33+86)=
2500:  30x69/18x56=
2501:  38x(5¡Â14)=
2502:  34x(70+49)=
2503:  61-33/51x78=
2504:  98x(65-20)=
2505:  93-96¡Â49=
2506:  42x(43+89)=
2507:  (33¡Â21)x9=
2508:  30x99+53=
2509:  10¡Â21¡Â2=
2510:  (25¡Â97)x87=
2511:  36+(87¡Â72)=
2512:  52+(91¡Â63)/92=
2513:  79¡Â49/97-69/52=
2514:  17/76¡Â87¡Â10=
2515:  (28+52)-5=
2516:  50+48x23=
2517:  12¡Â19/98x88/27=
2518:  69+(27¡Â2)=
2519:  (42/86+4)¡Â73=
2520:  66+88+6=
2521:  74-58¡Â96=
2522:  (64+3)¡Â20=
2523:  56x(86+77)/78=
2524:  7/8+27¡Â54=
2525:  (26+76)¡Â85=
2526:  (82x83)¡Â24=
2527:  75+(42x53)=
2528:  53x(32x27)=
2529:  (27x47)/57+13=
2530:  17¡Â87/49+94/78=
2531:  24/58¡Â71/40¡Â60=
2532:  30¡Â39/39¡Â79/77=
2533:  17+(80x51)=
2534:  12¡Â(91/23x97)=
2535:  65¡Â56/19¡Â52=
2536:  63+15x27=
2537:  97¡Â(54¡Â57)=
2538:  (7+78)+20/64=
2539:  (9x50)-3=
2540:  41x(92¡Â95)=
2541:  25/69x15¡Â49=
2542:  64/76x10¡Â15=
2543:  22-(35-26)=
2544:  45¡Â(12/84+87)=
2545:  67x53-23=
2546:  (95x76)+57=
2547:  94x3x64=
2548:  (67x96)x59=
2549:  88+(62+68)=
2550:  97¡Â(77x74)=
2551:  65/54¡Â(15x74)=
2552:  33x(70¡Â84)=
2553:  28-(43-26)=
2554:  29/82+50x92=
2555:  100¡Â(68x11)/61=
2556:  7x(3+62)/64=
2557:  27x(65x93)=
2558:  78+34¡Â45=
2559:  30x(10¡Â24)/29=
2560:  29/64¡Â(8+90)=
2561:  5/76¡Â(85-54)/41=
2562:  (95+79)+93=
2563:  (78/77+8)x50=
2564:  (84+92)x84=
2565:  48x(73x28)/21=
2566:  (76x7)x40=
2567:  (14/52x48)x36/56=
2568:  74x82x62/66=
2569:  (67+7)x51=
2570:  41-(32¡Â21)=
2571:  73¡Â(96-11)=
2572:  (56-7)-29=
2573:  39-(18¡Â79)=
2574:  94x(13x58)/57=
2575:  28+60¡Â96=
2576:  42x37/29x79=
2577:  (60+37)+14/60=
2578:  87¡Â(68¡Â47)=
2579:  56/57¡Â63¡Â26=
2580:  8¡Â2/13x96=
2581:  73¡Â10+51=
2582:  (39-22)¡Â9=
2583:  21x84/83-2=
2584:  (85¡Â81)¡Â12=
2585:  62x54-63=
2586:  (27¡Â99)+28=
2587:  (85+82)+48=
2588:  16+(68/84+3)=
2589:  28/37¡Â(21+36)=
2590:  78-81¡Â84=
2591:  (32+62)+31=
2592:  87/43¡Â(14x54)=
2593:  (18¡Â56)+34=
2594:  58-27-60/33=
2595:  (73/35¡Â23)¡Â59=
2596:  1+(73¡Â84)=
2597:  79+(61+79)=
2598:  (3/82+2)/18¡Â26=
2599:  18x1¡Â84=
2600:  30x76+19=
2601:  (25+9)x56=
2602:  53¡Â81x89=
2603:  (2/94¡Â81)/72+25=
2604:  19¡Â80/73+38=
2605:  34x(64+13)/86=
2606:  (69/77¡Â58)x68=
2607:  82¡Â(30x40)=
2608:  69+65+15=
2609:  72¡Â82/94¡Â11=
2610:  94¡Â(86+29)=
2611:  (14+86)x21=
2612:  (53/48¡Â19)¡Â91=
2613:  6x(23/12¡Â95)=
2614:  1+50¡Â75=
2615:  93/16¡Â(55+81)/32=
2616:  66¡Â(73¡Â92)=
2617:  24+(39¡Â66)=
2618:  59+47+1=
2619:  80¡Â(17¡Â4)/85=
2620:  82x20¡Â48=
2621:  (58-38)¡Â75=
2622:  (35/92+77)+20/78=
2623:  31-65/49¡Â83=
2624:  93/40+57-88/83=
2625:  (98-4)/12¡Â13/8=
2626:  (75-36)+41=
2627:  48¡Â(46+99)/10=
2628:  87+(42/32¡Â28)/85=
2629:  53+18x31=
2630:  71¡Â7¡Â72/15=
2631:  12x(88¡Â93)=
2632:  5+(40x7)=
2633:  39/13+52+5=
2634:  30x38¡Â64=
2635:  (50+14)x13=
2636:  2/30¡Â99x60=
2637:  (91/90+15)x32=
2638:  53x85-12=
2639:  85+(40+76)=
2640:  43/41+52/63¡Â10=
2641:  (96¡Â61)¡Â38=
2642:  (40x33)x76/81=
2643:  (62/30+85)+4=
2644:  69¡Â(31x9)/61=
2645:  29¡Â(82¡Â94)=
2646:  74¡Â57¡Â4=
2647:  67¡Â75x59=
2648:  (77x19)-53=
2649:  14+(58x49)=
2650:  51x(76x52)=
2651:  35-93/28¡Â87/37=
2652:  7+(78+10)/74=
2653:  72x(96¡Â93)=
2654:  17+(44x36)=
2655:  61-(11+42)=
2656:  59/50x70¡Â39=
2657:  69/75+(59x48)=
2658:  11¡Â96¡Â92/39=
2659:  38¡Â(1+100)/24=
2660:  (28+26)/16¡Â70=
2661:  80x68¡Â54=
2662:  17+97¡Â43=
2663:  77/62x(80x62)=
2664:  27x(22+58)=
2665:  61x(79/17+68)/95=
2666:  (85-56)¡Â37/100=
2667:  (81+81)-37=
2668:  97x90/82¡Â38=
2669:  (16¡Â74)+76=
2670:  33¡Â(71/5+21)=
2671:  (99+37)+31=
2672:  (43¡Â96)/28x12=
2673:  (97+40)-95=
2674:  21/33¡Â62x63/99=
2675:  32-24x3/26=
2676:  (39+28)+40/4=
2677:  5¡Â57¡Â67=
2678:  (80¡Â63)x35/21=
2679:  (12/95¡Â17)+23/71=
2680:  89¡Â83x27=
2681:  (93/88x72)x86=
2682:  (46+92)+53=
2683:  92-70¡Â7=
2684:  84x(60x96)=
2685:  9-(81¡Â62)=
2686:  94/52¡Â(35¡Â14)/27=
2687:  16-81¡Â29=
2688:  (89-58)x41/62=
2689:  26x(65¡Â29)=
2690:  9/36¡Â76x17=
2691:  (32+40)/48¡Â66=
2692:  64/33+39+97=
2693:  73¡Â(78¡Â29)/23=
2694:  90¡Â19-30/56=
2695:  35x(46+74)=
2696:  20x87x40=
2697:  99¡Â62+19=
2698:  98¡Â(34-31)/34=
2699:  17/100¡Â83+41=
2700:  84x7+14=
2701:  48x(6x96)=
2702:  20+(61¡Â57)=
2703:  16+(82+62)=
2704:  56/97+(18/33¡Â65)=
2705:  72+(14x20)=
2706:  (6+37)¡Â87=
2707:  78x(64-7)=
2708:  22+(27/88x49)=
2709:  38/11¡Â97¡Â26=
2710:  (18x54)+87=
2711:  (79¡Â18)x93=
2712:  41¡Â(3¡Â8)=
2713:  90x10/14x43=
2714:  5¡Â(10/62x60)=
2715:  24/93+83+43=
2716:  36/59+25x98/42=
2717:  (6¡Â39)¡Â33=
2718:  (9x74)x73=
2719:  (31¡Â21)+60=
2720:  26¡Â48/1x22=
2721:  65+57+38=
2722:  83+39+34=
2723:  100¡Â66x54=
2724:  (23+81)+8=
2725:  (97/81x9)+6=
2726:  32+(18x15)=
2727:  55¡Â(70¡Â38)/1=
2728:  (86+60)/95+63=
2729:  41-92¡Â74=
2730:  36/83+76-48=
2731:  100¡Â(66-8)=
2732:  32+6¡Â95=
2733:  35x53¡Â68=
2734:  75/93+(62¡Â41)=
2735:  (66¡Â30)x56/75=
2736:  45/31x14¡Â39=
2737:  28+91+18=
2738:  72/27+(77+9)=
2739:  (52+41)-25=
2740:  4¡Â22/86-10=
2741:  62/66¡Â71¡Â49/14=
2742:  17¡Â63x63/98=
2743:  79+19/91+75=
2744:  80x(84+11)=
2745:  (64+8)¡Â97=
2746:  62-1/18x47=
2747:  50¡Â(69/71x23)=
2748:  (63+63)¡Â25=
2749:  36¡Â(37+37)/93=
2750:  (58x58)-40=
2751:  (5¡Â50)¡Â87/97=
2752:  71/41+(97+54)=
2753:  (81-18)+88=
2754:  91/85+(81¡Â83)=
2755:  32/85x(100-16)=
2756:  32/45¡Â(62/64+69)=
2757:  41/56x86/87x81=
2758:  18x2x59=
2759:  88/29¡Â(15/95+77)=
2760:  57-11/50¡Â5=
2761:  13+89+67=
2762:  80x93/3x81/52=
2763:  78+(52+99)/54=
2764:  (31-7)x97=
2765:  62¡Â29-21/45=
2766:  83+84-2=
2767:  85x23¡Â64=
2768:  100/24-(34/87+35)/51=
2769:  (67/19x64)/77x99=
2770:  (58x33)-52=
2771:  48x(65-17)=
2772:  82+91x76=
2773:  (47+75)+9=
2774:  5-(80¡Â100)/18=
2775:  51x93x28/17=
2776:  88x43+30=
2777:  15¡Â(78/47+33)=
2778:  98-34+76=
2779:  52/48¡Â17/45x6=
2780:  57¡Â95x86/27=
2781:  (21/32x88)/41¡Â45=
2782:  (88x51)x89=
2783:  (12+77)/24+68=
2784:  83x22/83x14=
2785:  69x(19+16)=
2786:  66x(46x24)=
2787:  100-24¡Â82=
2788:  (55x80)¡Â26=
2789:  19x71+40=
2790:  (49x76)-21=
2791:  97x45-99/28=
2792:  87¡Â60x57=
2793:  (26¡Â73)x10=
2794:  64+(69¡Â70)=
2795:  (85+21)-41=
2796:  (15¡Â43)¡Â78/97=
2797:  39x(82-75)=
2798:  (50x55)+43=
2799:  40+50/79+35=
2800:  11+87-36=
2801:  67-35+31=
2802:  (98-59)/35+8=
2803:  31x(55-37)=
2804:  42+27¡Â67=
2805:  31+(11+70)=
2806:  (50x63)¡Â69=
2807:  89x(12x48)=
2808:  25/41¡Â67/46+62/76=
2809:  91x(42/19+27)=
2810:  68-(35¡Â25)=
2811:  84x(1¡Â99)=
2812:  79-69¡Â25=
2813:  35-(64x16)/54=
2814:  (27x36)/3x48=
2815:  (58¡Â36)+64=
2816:  14+64-11=
2817:  82/8+48-40=
2818:  45/42+48x84=
2819:  96x(55¡Â34)/40=
2820:  (68+26)/99+38=
2821:  (26+95)¡Â5=
2822:  25/6x99x4=
2823:  96-31/4-56=
2824:  39¡Â(30¡Â54)=
2825:  50-(46¡Â11)/15=
2826:  63¡Â49+34=
2827:  3¡Â61/23¡Â40/49=
2828:  20/79+(94x5)=
2829:  63x(83-44)/49=
2830:  (83-14)¡Â39/92=
2831:  24+(75+2)/24=
2832:  (19/83¡Â62)x66=
2833:  92/50x67x96=
2834:  (3+65)x100=
2835:  (16-10)+85/94=
2836:  60-19+83=
2837:  (2/42x59)¡Â25=
2838:  54/33¡Â(21/73+38)=
2839:  46x(9x98)/13=
2840:  (1+71)/43x80=
2841:  43/100+10+13/73=
2842:  8¡Â61x66=
2843:  47x(48x48)=
2844:  92¡Â55/19x58/11=
2845:  9x(5/31¡Â7)=
2846:  (72x63)x63=
2847:  18¡Â(93-30)=
2848:  29/83¡Â(91¡Â33)=
2849:  (51x89)-56=
2850:  94+(37x10)=
2851:  (87x14)¡Â80=
2852:  40+(37x56)=
2853:  (74¡Â62)/53¡Â67=
2854:  80¡Â51¡Â56=
2855:  67/95+78-49=
2856:  81¡Â(4x84)=
2857:  80+45x31=
2858:  (78¡Â44)+19=
2859:  12+3x2/17=
2860:  75/57¡Â53/15+52=
2861:  35/32x32x43=
2862:  33+53+79=
2863:  (66x61)/29+69/72=
2864:  (91x12)¡Â20=
2865:  (92-15)+40=
2866:  (75¡Â3)-35/64=
2867:  58¡Â37x57/98=
2868:  84-(83-3)=
2869:  100¡Â(39+56)=
2870:  86¡Â70+25=
2871:  86x99/8-21=
2872:  82/85+(64+97)=
2873:  34/34x93/60¡Â29=
2874:  62+(14¡Â61)=
2875:  (75¡Â54)¡Â7=
2876:  72¡Â(78¡Â19)/81=
2877:  44/35x(83/7x99)=
2878:  26/80¡Â(9¡Â2)=
2879:  (70/78x59)-60/48=
2880:  (86x73)-9=
2881:  74/53¡Â(30¡Â35)=
2882:  36x(15¡Â99)=
2883:  (54+75)x79=
2884:  (26-10)x97=
2885:  51x91/6-48=
2886:  (21-16)¡Â73/12=
2887:  41/8+100¡Â67=
2888:  65-61+3=
2889:  31/50x3+43=
2890:  94+(5+26)=
2891:  66¡Â(58¡Â27)/82=
2892:  34/19+(27¡Â77)=
2893:  93/11-57/81+39=
2894:  82+90/50¡Â55=
2895:  38+(77/26+48)/58=
2896:  74/39+(20¡Â60)=
2897:  62+36-57=
2898:  11/1x90x31=
2899:  77/100+(22¡Â5)=
2900:  (72+12)x84=
2901:  (99+99)¡Â83=
2902:  65/56+(72¡Â64)=
2903:  68/29+37x71=
2904:  (22+34)x60=
2905:  78+79+7/78=
2906:  40x95+94=
2907:  33¡Â17/16x43/6=
2908:  81+66/49-43/48=
2909:  3¡Â57x17=
2910:  (72x70)-96=
2911:  31+(27/32+66)=
2912:  27+(29x51)=
2913:  16x(2/23¡Â1)=
2914:  20/53+55+17=
2915:  49/3¡Â(42/55¡Â79)=
2916:  68¡Â(1+59)/51=
2917:  (18¡Â51)+29/94=
2918:  62x12+90=
2919:  (100¡Â68)+3=
2920:  84/34+(87/41+31)=
2921:  100x(55¡Â88)=
2922:  100/90¡Â95x1=
2923:  17/24x74-12=
2924:  23x(78¡Â92)=
2925:  63+6¡Â3=
2926:  66x(55¡Â79)=
2927:  (66+5)+83/97=
2928:  (72x65)x58=
2929:  (52+74)/63+29=
2930:  (13x74)/28x28=
2931:  71+85-4/21=
2932:  51¡Â(30¡Â71)=
2933:  85x(61¡Â13)/48=
2934:  50¡Â15¡Â10/98=
2935:  (25x63)x40=
2936:  34+(96¡Â8)/87=
2937:  85/53x30/54+21=
2938:  (54/28x96)-23=
2939:  56+85/79¡Â52/25=
2940:  31/98x(100x99)=
2941:  1x(48x67)=
2942:  39¡Â49/11+9/33=
2943:  81+(35/14x65)=
2944:  56¡Â79+95=
2945:  30+51-46=
2946:  59x(62/72x40)=
2947:  (77x87)¡Â50=
2948:  (31x76)+42/22=
2949:  (85x84)¡Â50=
2950:  87x(13x10)/9=
2951:  99x51/26¡Â68=
2952:  3¡Â93¡Â15=
2953:  83x(91/98¡Â54)=
2954:  79¡Â49/21¡Â12=
2955:  59¡Â(66x11)=
2956:  (85-48)-63/86=
2957:  (29¡Â36)x38=
2958:  98¡Â77/78¡Â18=
2959:  37+85/63¡Â29=
2960:  (83/56¡Â91)¡Â39=
2961:  57x74+43=
2962:  30-(12¡Â40)=
2963:  98-(38¡Â52)=
2964:  73x(54/98+52)=
2965:  (72+20)¡Â2/11=
2966:  54¡Â(87-51)=
2967:  80x(5x89)/86=
2968:  73¡Â17x45=
2969:  49/51¡Â(16+42)=
2970:  (93+41)+43=
2971:  50+20/39¡Â83=
2972:  95x(39x88)/93=
2973:  14/21+(73x76)=
2974:  (91-33)x37=
2975:  (69¡Â98)x89=
2976:  (96-7)¡Â85=
2977:  (45+53)+50=
2978:  4x(24/75x79)=
2979:  40x(27/66x12)/63=
2980:  42-(91¡Â83)=
2981:  51+(65+89)=
2982:  78+96¡Â13=
2983:  (75x17)-68=
2984:  (90+22)/58x3=
2985:  (83¡Â57)x88=
2986:  (39x77)-84=
